run_name,mAP50,Precision,Recall,F1
model1_e25_adamw_b4_lr1e-2,0.73923429697522,0.6890963639113753,0.7155637593384921,0.7020807048555985
model2_e30_sgd_b20_lr1e-3,0.4615421322243494,0.46184660253052723,0.4729798421773788,0.46734692714710696
model3_e40_auto_bauto_lr1e-4,0.7372520730018991,0.7549576297278592,0.6589804522757917,0.7037116074872644
